neg,neu,pos,q,preds,category,texts,processed,wc,uwc,hit
0.09498278828400505,0.53894383419284,0.3542728097098672,0.011800567813287756,neu,pos,รอโปรดีๆ ของเดือนนี้ อยู่นะคะ,รอ|โป|รดี|ๆ|ของ|เดือน|นี้|อยู่|นะคะ,9,9,False
0.45876763658226205,0.43991234131178,0.039944014460595034,0.061376007645362794,neg,neg,ทำไมวีออสถังน้ำมันเล็กจัง,ทำไม|วีออส|ถัง|น้ำมัน|เล็ก|จัง,6,6,True
0.3010189641878488,0.6327286317764206,0.06417715814921639,0.002075245886514222,neu,neg,เค้าบอกไก่เค้มไป,เค้า|บอก|ไก่|เค้ม|ไป,5,5,False
0.03663384948433053,0.8892556675376168,0.07297791632669443,0.0011325666513583115,neu,neu,วันศุกร์แล้ว!!!! คืนนี้แวะมาสนุกที่ #SNOP เต้นกันให้ตับหลุดไปเลย!!! สนุกยาวๆถึงตี 2 ไปเลยจ้า โปร #SNOP สุดคุ้ม #เสี่ยสั่งลุย เปิดเหล้าอะไรก็ได้ รับเบลนด์ซิกเพิ่มอีก 6 ขวด วันเกิดรับเบลนด์ซิกฟรี 2 ขวด ส่วนใครที่อยากจองโต๊ะโทรเบอร์นี้เลยจ้า 08 88 88 88 88 / 088 888 8888,วัน|ศุกร์|แล้ว|!xxrep|คืนนี้|แวะ|มา|สนุก|ที่|#snop|เต้น|กัน|ให้|ตับ|หลุด|ไป|เลย|!xxrep|สนุก|ยาว|ๆ|ถึง|ตี|2|ไป|เลย|จ้า|โปร|#snop|สุด|คุ้ม|#|เสี่ย|สั่ง|ลุย|เปิด|เหล้า|อะไร|ก็ได้|รับ|เบลนด์|ซิก|เพิ่ม|อีก|6|ขวด|วันเกิด|รับ|เบลนด์|ซิก|ฟรี|2|ขวด|ส่วน|ใคร|ที่|อยาก|จอง|โต๊ะ|โทร|เบอร์|นี้|เลย|จ้า|08|88|88|88|88|/|088|8|xxrep|8|xxrep,75,57,True
0.11434882327077515,0.8646108913719625,0.016396245150874088,0.004644040206388256,neu,neu,รัฐ ขาด ภาษี โรงงาน ยาสูบ ขาดรายได้ ตัวเงิน มหาศาล,รัฐ|ขาด|ภาษี|โรงงาน|ยาสูบ|ขาด|รายได้|ตัวเงิน|มหาศาล,9,8,True
0.28573179999689186,0.119802094963296,0.5878594841422811,0.006606620897531085,pos,pos,อยากแดกบาบีก้อนโว้ยยยน,อยาก|แดก|บาบี|ก้อน|โว้ย|xxrep|น,7,7,True
0.04064461321272835,0.18898798631860317,0.7676304272124557,0.0027369732562127886,pos,pos,ชอบ black lable ที่ เด็คคาร์ด กินกับเค ที่บาร์,ชอบ|black|lable|ที่|เด็ค|คาร์|ด|กิน|กับ|เค|ที่|บาร์,12,11,True
0.027354706341583372,0.8191107743619715,0.1501643490290684,0.0033701702673767675,neu,neu,<3 สุขสันต์วันสงกรานต์นะคะ <3 :) ขอให้ Sheene ขายดิบขายดี :) :) Page มียอด Like เยอะๆ เพิ่มขึ้นทุกวัน :) :) มีแต่คนใช้ Sheene นะคะ :),<3|สุขสันต์|วันสงกรานต์|นะคะ|<3|:)|ขอให้|sheene|ขายดิบขายดี|:)|:)|page|มี|ยอด|like|เยอะ|ๆ|เพิ่มขึ้น|ทุกวัน|:)|:)|มี|แต่|คนใช้|sheene|นะคะ|:),27,18,True
0.30569064315384664,0.6466111580793504,0.03714260867711896,0.010555590089683984,neu,neu,ก็โยนคำถามไปทีร้านแล้วกันนะครับ จ่ายหนัก แต่ปลอดถัยเฉพาะร้านคุ้มหัวร้านได้ คนดูดไม่มีความปลอดภัยใครจะซื้อ ???,ก็|โยน|คำถาม|ไป|ที|ร้าน|แล้วกัน|นะ|ครับ|จ่าย|หนัก|แต่|ปลอด|ถัย|เฉพาะ|ร้าน|คุ้ม|หัว|ร้าน|ได้|คน|ดูด|ไม่|มี|ความปลอดภัย|ใคร|จะ|ซื้อ|?xxrep,29,27,True
0.13526587892671235,0.808881512479474,0.04535546337055774,0.01049714522325592,neu,neg,ดูข่าวเมื่อเช้า เขาบอกว่า อันตรายกว่าบุหรี่จริง 10 เท่า เป็นมะเร็งไวกว่าบุหรี่จริง. แล้วก็. คนขายกับคนซื้อ เขาจะตรวจดูทุกอย่างที่อยู่ที่ไหน เขาจะสืบต้นตอที่รับ ที่ส่งไปให้ลูกค้าใครบ้าง ส่งไปที่ไหน จะกวาดล้าง มีผลวันที่ 27 ธันวาคม 2560 ครับ,ดู|ข่าว|เมื่อเช้า|เขา|บอ|กว่า|อันตราย|กว่า|บุหรี่|จริง|10|เท่า|เป็น|มะเร็ง|ไว|กว่า|บุหรี่|จริง|.|แล้วก็|.|คน|ขาย|กับ|คนซื้อ|เขา|จะ|ตรวจดู|ทุกอย่าง|ที่อยู่|ที่ไหน|เขา|จะ|สืบ|ต้นตอ|ที่|รับ|ที่|ส่ง|ไป|ให้|ลูกค้า|ใคร|บ้าง|ส่ง|ไป|ที่ไหน|จะ|กวาดล้าง|มีผล|วันที่|27|ธันวาคม|2560|ครับ,55,42,False
0.08105281855881401,0.5982400905485049,0.31808874116798225,0.002618349724698868,neu,neu,กำลังนั่งกินช้างกันอยู่นะค่ะ,กำลัง|นั่ง|กิน|ช้าง|กัน|อยู่|นะ|ค่ะ,8,8,True
0.057085654556587866,0.6924962058253954,0.24046471211682313,0.009953427501193572,neu,neu,กินฟรีป่าว,กิน|ฟรี|ป่าว,3,3,True
0.010076196064573955,0.7065792093843344,0.2572636150987658,0.026080979452325865,neu,neu,ลองไหม55,ลอง|ไหม|55,3,3,True
0.20355095495303324,0.774388590022413,0.019349010106134684,0.002711444918419129,neu,neu,เขาโฆษนาผ้าอนามัย.ฟังตั้งนานนึกว่าโฆษนาโทรศัพที่ไหนได้ผ้าอนามัย,เขา|โฆษ|นา|ผ้าอนามัย|.|ฟัง|ตั้ง|นาน|นึก|ว่า|โฆษ|นา|โทร|ศัพ|ที่ไหนได้|ผ้าอนามัย,16,13,True
0.4871916291898416,0.4860278760131788,0.016046931253019415,0.010733563543960184,neg,neg,ขายอัลติสทิ้งซื้อฟอร์ดโฟกัส,ขาย|อัลติส|ทิ้ง|ซื้อ|ฟอร์ด|โฟกัส,6,6,True
0.15687023033626124,0.17560455567411704,0.6655523715874518,0.001972842402169845,pos,pos,แกงอ่อมหมู/ต้มขม+เบียร์ช้างอร่อยสุดๆ,แกง|อ่อม|หมู|/|ต้ม|ขม|+|เบียร์|ช้าง|อร่อย|สุด|ๆ,12,12,True
0.010418978043604817,0.9748256126403162,0.014102583832877562,0.0006528254832014226,neu,neu,"คืนนี้ชวนคุณมาปลดปล่อยความ ติส ในปาร์ตี้ ""ติส • ตับ • แตก"" Phobia Possession Presents “Ink Warantorn X V Violette x Lula” concert on Thursday 2 November @ DND. • Tickets : - Early Bird : 499 Baht - At Door : 599 Baht - Package : บัตรเข้างาน 5 ใบ + Chivas Extra 1 ขวด + Free Flow Mixer (ราคาพิเศษสำหรับลูกค้า 10 โต๊ะแรกเพียงแอดไลน์ @phobia) • Dress Code - มาติส : Hawaii Tropical for BOY & Bohemian for Girl - มาตื๊ด : BLACK & WHITE Tickets & RSVP : Line : @phobia / Call : 099-9999999 พร้อมระเบิดความติส 2ทุ่ม ไปจนกว่าตับของคุณจะแตก A GOOD TIME IS NOT TO BE DISTURBED #DNDDoNotDisturb #DNDBoutiquePlayhouse #Phobiapossession","คืนนี้|ชวน|คุณ|มา|ปลดปล่อย|ความ|ติ|ส|ใน|ปาร์ตี้|""|ติ|ส|•|ตับ|•|แตก|""|phobia|possession|presents|“ink|warantorn|x|v|violette|x|lula|”|concert|on|thursday|2|november|@|dnd|.|•|tickets|:|-|early|bird|:|499|baht|-|at|door|:|599|baht|-|package|:|บัตร|เข้างาน|5|ใบ|+|chivas|extra|1|ขวด|+|free|flow|mixer|(|ราคา|พิเศษ|สำหรับ|ลูกค้า|10|โต๊ะ|แรก|เพียง|แอด|ไลน์|@phobia)|•|dress|code|-|มา|ติ|ส|:|hawaii|tropical|for|boy|&|bohemian|for|girl|-|มา|ตื๊ด|:|black|&|white|tickets|&|rsvp|:|line|:|@phobia|/|call|:|099|-|9|xxrep|พร้อม|ระเบิด|ความ|ติ|ส|2|ทุ่ม|ไป|จนกว่า|ตับ|ของ|คุณ|จะ|แตก|a|good|time|is|not|to|be|disturbed|#dnddonotdisturb|#dndboutiqueplayhouse|#phobiapossession",142,105,True
0.08066635677706545,0.48982571038610456,0.4074203076557482,0.022087625181081687,neu,pos,น่านับถือจริงๆครับ,น่านับถือ|จริงๆ|ครับ,3,3,False
0.02123425945793443,0.14661498504066153,0.81430460961982,0.017846145881584063,pos,pos,ขอบคุณทุกท่านครับ ที่สละเวลาเพื่อประชาชน,ขอบคุณ|ทุกท่าน|ครับ|ที่|สละเวลา|เพื่อ|ประชาชน,7,7,True
0.16658547196636686,0.6326532726857468,0.19205075736263053,0.008710497985255758,neu,neu,อูลาล่า อูลาลาอู อันยองงงง ออนนี่พีชชี่มาแล้วววววววว #firstcarefirstimpression #firstcarelimited #sulwhasoothailand #myfirstskincare,อู|ลา|ล่า|อู|ลาลา|อู|อัน|ยอง|xxrep|ออน|นี่|พีช|ชี่|มา|แล้ว|xxrep|#firstcarefirstimpression|#firstcarelimited|#sulwhasoothailand|#myfirstskincare,20,17,True
0.827170511532635,0.1398240449652819,0.022156857282524207,0.010848586219558776,neg,neg,ติดอย่างเดียวไม่มีลูกกลิ้งเทไม่ระวัง แดกเพลียวครับ,ติด|อย่าง|เดียว|ไม่|มี|ลูกกลิ้ง|เท|ไม่|ระวัง|แดก|เพลีย|ว|ครับ,13,12,True
0.805100695635269,0.09070219097998221,0.07918687296645772,0.025010240418291113,neg,neg,ผมไม่ค่อยเข้าใจตรรกะ ทำห่วงปปช. ปอดก้ของเรา อันตรายมากน้อยแค่ไหน ปปช.มีสิทธ์เลือกใช้,ผม|ไม่ค่อย|เข้าใจ|ตรรกะ|ทำ|ห่วง|ปปช.|ปอด|ก้|ของ|เรา|อันตราย|มาก|น้อย|แค่|ไหน|ปปช.|มี|สิทธ์|เลือก|ใช้,21,20,True
0.4738098334617691,0.40288029460527885,0.11163770899350248,0.011672162939449542,neg,neg,ก้ไม่โอเคอยุ่ดี,ก้|ไม่|โอเค|อยุ่|ดี,5,5,True
0.9210771014778728,0.06681145240927575,0.007192555150569473,0.004918890962282025,neg,neg,ฮอนด้าไทยแม่งควายไม่นำเขามาขาย,ฮอนด้า|ไทย|แม่|ง|ควาย|ไม่|นำ|เขา|มา|ขาย,10,10,True
0.8454658044620297,0.09658313583031733,0.05490297450162615,0.003048085206026855,neg,neg,ลองกินสเมอนอฟตัวแอล7% อีห่าร้อนคอชิบหาย แต่รสชาติโอเคให้ผ่าน,ลอง|กิน|ส|เม|อน|อฟ|ตัว|แอล|7|%|อี|ห่า|ร้อน|คอ|ชิบหาย|แต่|รสชาติ|โอเค|ให้|ผ่าน,20,20,True
0.03212105082273658,0.7278475455550839,0.23536101790473005,0.00467038571744946,neu,pos,สามารถใช้ได้ตามปกติทุกตัวค่ะ ซึ่งผลิตภัณฑ์ Hada Labo ทุกประเภทผลิตภายใต้มาตรฐาน GMP และ PICs ปราศจากสารปรุงแต่งที่ส่งผลกระทบต่อผิวหน้า จึงเป็นผลิตภัณฑ์ที่อ่อนโยนปลอดภัย แม้ผิวแพ้ง่ายก็สามารถใช้ได้ และในกรณีของคุณแม่ตั้งครรภ์ หากกลัวว่าจะเกิดการแพ้ อาจจะนำผลิตภัณฑ์ไปปรึกษาคุณหมอเพื่อความมั่นใจมากยิ่งขึ้นด้วยก็ได้นะคะ :),สามารถ|ใช้ได้|ตามปกติ|ทุก|ตัว|ค่ะ|ซึ่ง|ผลิตภัณฑ์|hada|labo|ทุก|ประเภท|ผลิต|ภายใต้|มาตรฐาน|gmp|และ|pics|ปราศจาก|สาร|ปรุงแต่ง|ที่|ส่ง|ผลกระทบ|ต่อ|ผิวหน้า|จึง|เป็น|ผลิตภัณฑ์|ที่|อ่อนโยน|ปลอดภัย|แม้|ผิว|แพ้|ง่าย|ก็|สามารถ|ใช้ได้|และ|ใน|กรณี|ของ|คุณแม่|ตั้งครรภ์|หาก|กลัว|ว่า|จะ|เกิด|การ|แพ้|อาจจะ|นำ|ผลิตภัณฑ์|ไป|ปรึกษา|คุณหมอ|เพื่อ|ความมั่นใจ|มากยิ่งขึ้น|ด้วย|ก็ได้|นะคะ|:),65,57,False
0.05021086167024215,0.6521943162923917,0.2961433557029667,0.0014514663343996202,neu,neu,หืมมมมม,หืม|xxrep,2,2,True
0.2698685309318422,0.599827381396167,0.12471444495264539,0.005589642719345345,neu,neu,ไม่เด็ดด,ไม่|เด็ด|ด,3,3,True
0.01803846382719946,0.9080696165290084,0.06532476447153691,0.008567155172255175,neu,neu,พานาคอนต้า,พา|นา|คอน|ต้า,4,4,True
0.03693486443209873,0.8405669463873808,0.11993714779453486,0.0025610413859856176,neu,neu,มีความอยาก 555,มี|ความอยาก|5|xxrep,4,4,True
0.8735574243482598,0.10287338430786426,0.020950386037393312,0.0026188053064826605,neg,neg,เมื่อกี้ไปเดิน ETUDE ที่สยาม ละก็เสียงใครวะคุ้นๆ อ๋อออ เสียงผู้นี่เอง เพลง take your hand ฮือออ คิดถึง ปล.วิกซ์จะคั…,เมื่อกี้|ไป|เดิน|etude|ที่|สยาม|ละ|ก็|เสียง|ใคร|วะ|คุ้นๆ|อ๋อ|xxrep|เสียง|ผู้|นี่เอง|เพลง|take|your|hand|ฮือ|xxrep|คิดถึง|ปล.|วิกซ์|จะ|คั|…,29,27,True
0.633956812350668,0.27214848082075643,0.06102765707474889,0.03286704975382667,neg,neg,สาขาเซ็นทรัลพระราม2 ไม่เปิดสักที ปิดนานเกิ๊นนนน,สาขา|เซ็นทรัล|พระราม|2|ไม่|เปิด|สักที|ปิด|นาน|เกิ๊น|xxrep,11,11,True
0.9164775480550735,0.041256263677933,0.039026851104286955,0.0032393371627064647,neg,neg,ไม่เจียมไงเสือกแดกลีโอ,ไม่|เจียม|ไง|เสือก|แดก|ลีโอ,6,6,True
0.12743679582358275,0.4682320926867852,0.3450980212389915,0.059233090250640455,neu,q,จะรอโปรรีฟิลน้าาาก้อนนน 😍😍😍,จะ|รอ|โปร|รี|ฟิล|น้า|xxrep|ก้อน|xxrep|😍xxrep,10,9,False
0.8806812795211058,0.059782410306346304,0.05844499305482488,0.0010913171177230367,neg,pos,5555555 เบื่อละช้ะ,5|xxrep|เบื่อ|ละ|ช้ะ,5,5,False
0.6805652962893081,0.28388838141449557,0.03170858329644079,0.0038377389997555607,neg,neg,อย่าให้เป็นแบบลูกเบียร์ช้างเสียละ,อย่า|ให้|เป็น|แบบ|ลูก|เบียร์|ช้าง|เสีย|ละ,9,9,True
0.037800774256671506,0.8388785467881869,0.11519334470689917,0.008127334248242411,neu,neu,หนู ครีม ให้จริงค่ะ เดี่ยวผัวมึงอ้อนตาม,หนู|ครีม|ให้|จริง|ค่ะ|เดี่ยว|ผัว|มึง|อ้อน|ตาม,10,10,True
0.02448766436947978,0.9231998510082033,0.0470255776822541,0.005286906940062744,neu,neu,ลองคิดให้ดี ‘ปาร์ตี้’ นี้ประหลาด ติดตามประสบการณ์ปาร์ตี้บนดวงจันทร์ ผ่านมนุษย์พวกแรกที่ได้ไปถึง “The North Full Moon Party” 18 พ.ย.นี้ #TheNorthFullmoonParty #SangSom #RedefineFullMoon,ลอง|คิด|ให้|ดี|‘|ปาร์ตี้|’|นี้|ประหลาด|ติดตาม|ประสบการณ์|ปาร์ตี้|บน|ดวงจันทร์|ผ่าน|มนุษย์|พวก|แรก|ที่|ได้|ไป|ถึง|“the|north|full|moon|party|”|18|พ|.|ย|.|นี้|#thenorthfullmoonparty|#sangsom|#redefinefullmoon,37,34,True
