คำ,POS,ความหมาย
ตกคลั่ก,ก.,โดยปริยายหมายถึงอาการที่คนมารวมกันมาก ๆ ไปไหนไม่ได้.
ตกค้าง,ว.,หลงเหลืออยู่.
ตกเครือ,ก.,ออกเครือ (ใช้แก่กล้วย).
ตกงาน,ก.,"ว่างงาน, ไม่มีงานทำ."
ตกจั่น,ก.,ออกดอก (ใช้แก่หมากและมะพร้าว).
ตกใจ,ก.,"สะดุ้งขึ้นโดยไม่รู้ตัวเมื่อได้ยินเสียงดัง ๆ หรือมีใครมาถูกต้องตัว, ใจหาย."
ตกดิน,ก.,อาการที่ดวงอาทิตย์ลับขอบฟ้าไป.
ตกตะกอน,ก.,มีตะกอนนอนก้น.
ตกตะลึง,ก.,"ตกใจจนพูดไม่ออก, แสดงอาการงงงัน."
ตกต่ำ,ก.,มีฐานะหรือค่าลดลงกว่าเดิม.
ตกแต่ง,ก.,"ประดับ, ปรุงจัดให้ดี, ทำให้งาม, เช่น ของตกแต่งบ้าน, ตบแต่ง ก็ว่า."
ต๊กโต,น.,ตุ๊กแก. (ดู ตุ๊กแก ๑).
ตกใต้เถรเทวทัต,ก.,ตกในนรกขุมตํ่าที่สุดคือมหาอเวจีนรก.
ตกถังข้าวสาร,ก.,ดู หนูตกถังข้าวสาร.
ตกทอง,น.,วิธีการหลอกลวงด้วยการใช้ทองปลอมที่มีน้ำหนักมากกว่าไปแลกเป็นทองแท้ที่มีน้ำหนักน้อยกว่า.
ตกท้องช้าง,ก.,ลักษณะที่สายป่านว่าวเป็นต้นหย่อนลง
ตกท้องช้าง,ก.,"ลวดบัวประกอบฐานผนังโบสถ์ หัวท้ายงอนขึ้น อ่อนลงตรงกลาง, ตกท้องสำเภา หรือ ท้องอัสดงคต ก็เรียก."
ตกท้องสำเภา,น.,"ลวดบัวประกอบฐานผนังโบสถ์ หัวท้ายงอนขึ้น อ่อนลงตรงกลาง, ตกท้องช้าง หรือ ท้องอัสดงคต ก็เรียก."
ตกทอด,ก.,"สืบต่อกันมาเป็นทอด ๆ, สืบต่อจากผู้หนึ่งไปยังอีกผู้หนึ่ง, เช่น มรดกตกทอด"
ตกทอด,ก.,เรียกบำเหน็จหรือบำนาญที่ตกแก่ทายาทของผู้รับบำเหน็จหรือบำนาญ ว่า บำเหน็จตกทอด หรือ บำนาญตกทอด.
ตกที่นั่ง,ก.,"ตกอยู่ในฐานะ, ตกอยู่ในภาวะ, (มักใช้ในทางไม่ดี) เช่น ตกที่นั่งลำบาก ตกที่นั่งเสียเงิน."
ตกนรกทั้งเป็น,ก.,ได้รับความลำบากแสนสาหัสเช่นคนที่ได้รับโทษทัณฑ์ในเรือนจำ.
ตกน้ำมัน,ว.,เรียกเสาที่มีนํ้ามันซึมออกมาว่า เสาตกนํ้ามัน.
ตกน้ำไม่ว่าย,ก.,ไม่ช่วยตัวเอง.
ตกน้ำไม่ไหลตกไฟไม่ไหม้,ก.,"ตกอยู่ในที่คับขันอย่างไรก็ไม่เป็นอันตราย เช่น คนดีตกน้ำไม่ไหล ตกไฟไม่ไหม้, เป็นคำเปรียบเทียบ หมายความว่า ตกอยู่ที่ใดก็ไม่สูญหาย เช่น ของหลวงตกนํ้าไม่ไหล ตกไฟไม่ไหม้."
ตกใน,ก.,อาการที่เลือดไม่ไหลออกข้างนอก ตกลงภายในเมื่อถูกแทงหรือฟันเป็นต้น เรียกว่า เลือดตกใน
ตกใน,ก.,โดยปริยายใช้เรียกอาการที่ต้องกลํ้ากลืนความทุกข์ไว้ ไม่แสดงออกมาว่า นํ้าตาตกใน.
ตกเบ็ด,ก.,"หย่อนเบ็ดล่อปลา, โดยปริยายหมายความว่า ล่อให้หลงโดยมีเครื่องล่อ."
ตกเบ็ด,น.,ชื่อการพนันอย่างหนึ่ง.
ตกเบิก,ก.,ได้รับเงินที่ค้างจ่ายย้อนหลัง.
ตกประหม่า,ก.,เกิดความรู้สึกสะทกสะท้านพรั่นใจ.
ตกปลอก,ก.,สวมปลอกที่ข้อตีนคู่หน้าของช้าง เพื่อล่ามไว้ไม่ให้ไปหากินไกลหลังจากที่ใช้งานแล้ว.
ตกปลัก,ก.,"อาการที่ปลาเป็นต้นมารวมกันอยู่ในบ่อหรือหนองที่นํ้างวด, ตกคลัก หรือ ตกคลั่ก ก็ว่า."
ตกปากตกคำ,ก.,"ตกลง, รับรอง, ตกปากลงคำ หรือ ตกปากรับคำ ก็ว่า."
ตกเป็น,ก.,กลายเป็น เช่น ตกเป็นข่าว ตกเป็นจำเลย.
ตกเป็นเบี้ยล่าง,ก.,"ตกเป็นรอง, เสียเปรียบ."
ตกเป็นพับ,ก.,เป็นอันจบกันไป.
ตกผลึก,ก.,กลายเป็นผลึก (ใช้แก่สารละลาย)
ตกผลึก,ก.,"โดยปริยายหมายความว่าลึกซึ้งแจ่มแจ้งจากการสะสมความรู้หรือความคิด เช่น เขาศึกษาประวัติศาสตร์ไทยอย่างจริงจังจนความรู้ตกผลึก, งวดเข้า เช่น คดีนี้จวนจะตกผลึก."
ตกผ้า,ก.,"มีประจำเดือน, ถึงผ้า ก็ว่า."
ตกพุ่มม่าย,ก.,อยู่ในฐานะที่เป็นม่าย.
ตกพุ่มม่าย,ว.,"เรียกชายหรือหญิงที่หย่าขาดจากความเป็นผัวเมียกันหรือฝ่ายใดฝ่ายหนึ่งตายจากไป, ตกพุ่มหม้าย หรือ เป็นม่าย ก็ว่า."
ตกฟอง,ก.,ออกไข่ เช่น ไก่ตกฟอง.
ตกฟาก,ก.,"เกิด, เรียกเวลาที่เด็กออกพ้นครรภ์มารดาว่า เวลาตกฟาก (พื้นเรือนโบราณโดยมากเป็นฟาก)"
ตกฟาก,ก.,โดยปริยายใช้ในลักษณะที่พูดคำเถียงคำไม่หยุดปาก ว่า เถียงคำไม่ตกฟาก.
ตกมัน,ว.,"ลักษณะที่ต่อมน้ำมันที่ขมับของช้างบวมโตและมีน้ำมันใส ๆ ไหลออกมา ช้างตัวผู้จะมีอารมณ์รุนแรง ก้าวร้าว ดุร้าย มีกลิ่นสาบฉุน, เรียกช้างที่มีอาการเช่นนั้น ว่า ช้างตกมัน."
ตกม้าตาย,ว.,"แพ้, เสียเชิง, เช่น ถ้าเตรียมตัวไม่ดี ถูกกรรมการซักเข้าหน่อยก็คงตกม้าตาย."
ตกมูก,ก.,อาการที่นํ้าเมือกไหลออกทางทวารหนัก.
ตกยาก,ก.,"ลำบาก, ยากจน, ขัดสน."
ตกรางวัล,ก.,ให้รางวัล.
ตกลง,ก.,"ยินยอมพร้อมใจ, ปลงใจ."
ตกล่องปล่องชิ้น,ก.,ตัดสินใจที่จะร่วมมือหรือร่วมชีวิตด้วย.
ตกลึก,ก.,ไปถึงน้ำลึกพ้นสันดอนออกไป
ตกลึก,ก.,"เข้าไปที่ลึก, สู่ที่ลึก, สู่ที่ลำบาก เช่น เห็นเขาตกเขาแตกมาตกลึก อนาถนึกแล้วน่าน้ำตาไหล (นิ. พระบาท)"
ตกลึก,ก.,โดยปริยายหมายความว่า ถลำลึกเข้าไปในเรื่องใดเรื่องหนึ่ง.
ตกลูก,ก.,ออกลูก (ใช้แก่สัตว์) เช่น ม้าขุนสุวรรณพินิจจัย ตกลูกศีรษะเดียว ตัวเป็น ๒ ตัว ๘ เท้า เดินชิงศีรษะกัน ไก่พระศรีมโหสธ ฟักฟองตกลูกตัวเดียว ๒ ศีรษะ (พงศ. จันทนุมาศ).
ตกเลือด,ก.,"แท้งลูก, อาการที่เลือดออกผิดธรรมดาเนื่องจากแท้งลูกเป็นต้น, ราชาศัพท์ว่า ตกพระโลหิต."
ตกว่า,ว.,"คือ, คือว่า, รวมความว่า, ลงความว่า, ถือเอาว่า, บางทีใช้ว่า ตก ก็มี เช่น ตกมีฤทธิไกรกว่าพี่ยา (อิเหนา)."
ตกศึก,ก.,"เข้าสู่ภาวะสงคราม, มีสงคราม."
ตกสนับ,ก.,อาการที่หญ้าโทรมล้มทับหญ้าที่ขึ้นใหม่.
ตกสะเก็ด,ก.,อาการที่เลือดและนํ้าเหลืองแห้งติดกรังอยู่ที่ปากแผล.
ตกแสก,ว.,ที่หวีแหวกกลางศีรษะ (ใช้แก่ผม) เช่น งามโศกตกแสกเมื่อยามเศร้า ปิ้มประหนึ่งจะเข้าประคองขวัญ (ขุนช้างขุนแผน).
ตกหนัก,ก.,"รับทุกข์, รับเคราะห์, รับภาระหรือหน้าที่หนัก."
ตกหนังสือ,ก.,เขียนคำที่ขาดเติมลง.
ตกหมก,ก.,อาการที่เลือดระดูเสียที่หมักหมมอยู่ข้างในไหลออกมา.
ตกหล่น,ก.,ขาดตกไปโดยไม่ตั้งใจ.
ตกหลุม,ก.,"ถูกลวงด้วยเล่ห์กลหรืออุบาย, เสียรู้, หลงกล."
ตกหลุมพราง,ก.,"ถูกลวงด้วยเล่ห์กลหรืออุบาย, เสียรู้, หลงกล."
ตกอับ,ก.,"ถึงที่อับจน, ถึงคราวชะตาตก."
ตง ๑,น.,ไม้เครื่องเรือนที่วางบนหลังคานสำหรับรองพื้นกระดานหรือฟาก.
ต๋ง ๑,ก.,"อาการที่เจ้าของบ่อนชักเอาเงินจากขาไพ่ที่เป็นผู้กินหรือลูกค้าที่แทงถูกในการพนันเช่นถั่ว โป, เรียกเงินที่ได้โดยวิธีนี้ ว่า เงินค่าต๋ง."
ตง ๒,น.,ชื่อไผ่ชนิด Dendrocalamus asper (Roem. et Schult.) Backer et K. Heyne ในวงศ์ Gramineae ลำต้นใหญ่ ไม่มีหนาม หน่อกินได้.
ต๋ง ๒,ก.,"อาการที่เอาเชือกผูกของหนัก ๆ เช่นเรือนแพ แพซุง ยึดหรือพันไว้กับหลักเป็นต้นบนตลิ่งแล้วค่อย ๆ ผ่อนไป, เอาเชือกเป็นต้นผูกของหนัก ๆ เช่นเสาไว้แล้วค่อย ๆ พยุงให้ตั้งขึ้นแล้วผ่อนลงหลุม, ขัดไว้ไม่ให้เลื่อนหลุดออกอย่างขัดไม้ขันชะเนาะ."
ตงฉิน,ว.,"ซื่อตรง, ซื่อสัตย์."
ตงิด,ว.,"เล็กน้อย, ทีละน้อย ๆ, (ใช้แก่ความรู้สึก) เช่น โกรธตงิด ๆ หิวตงิด ๆ."
ตงิด ๆ,ว.,"เล็กน้อย, ทีละน้อย ๆ, (ใช้แก่ความรู้สึก) เช่น โกรธตงิด ๆ หิวตงิด ๆ."
ตงุ่น,ว.,เรียกนํ้าตาลที่เคี่ยวจนเป็นยางอย่างนํ้าผึ้ง ว่า นํ้าตาลตงุ่น.
ตจ-,น.,"หนัง, เปลือกไม้."
ตจปัญจก-กรรมฐาน,น.,กรรมฐานอันบัณฑิตกำหนดด้วยอาการมีหนังเป็นลำดับที่ ๕ เป็นอารมณ์ คือ กรรมฐานที่ท่านสอนให้พิจารณาส่วนต่าง ๆ ของร่างกายได้แก่ ๑. ผม ๒. ขน ๓. เล็บ ๔. ฟัน และ ๕. หนัง ให้เห็นว่าเป็นของไม่เที่ยง.
ตจสาร,น.,ต้นไม้มีผิวเปลือกแข็งเช่นต้นไผ่.
ตด ๑,ก.,"อาการที่ลมระบายออกทางทวารหนัก, ผายลม."
ตด ๑,น.,ลมที่ออกจากทวารหนัก.
ตด ๒,น.,"ชื่อแมลงพวกด้วงหลายชนิดหลายสกุล ในวงศ์ Carabidae หัวและอกเล็ก แคบ ท้องโต ปีกแข็งคลุมส่วนท้องไม่หมด ลำตัวยาว ๒-๓ เซนติเมตร สีนํ้าตาลเหลืองหรือนํ้าตาลแก่ มีลายสีเข้มตามหัว อก และท้อง เมื่อถูกรบกวนสามารถปล่อยสารพิษประเภทควินอลออกมาทางก้นมีเสียงดัง ร้อนและมีควัน ที่สำคัญ เช่น ชนิด Pheropsophus occipitalis (MacLeay), P. javanus (Dejean), ปักษ์ใต้เรียก ขี้ตด."
ตดหมูตดหมา,น.,ดู ย่านพาโหม.
ตติย-,ว.,"ที่ ๓, คำรบ ๓, มักใช้ประกอบหน้าคำอื่น เช่น ตติยวาร คือ วาระที่ ๓."
ตถาคต,น.,"คำเรียกพระพุทธเจ้า, คำที่พระพุทธเจ้าใช้แทนพระองค์เอง."
ตน,น.,ตัว (ตัวคน) เช่น ตนเป็นที่พึ่งของตน
ตน,น.,ลักษณนามใช้เรียกฤๅษี อมนุษย์ หรือพวกกายสิทธิ์ เป็นต้น เช่น ฤๅษี ๒ ตน ยักษ์ตนหนึ่ง วิทยาธร ๓ ตน.
ต้น ๑,น.,"ลำของต้นไม้, เป็นชื่อรวมทั่วไปของต้นไม้และพืชผักต่าง ๆ เช่น ต้นมะขาม ต้นสัก ต้นหญ้า ต้นผักชี ต้นข้าว, ลักษณนามว่า ต้น เช่น มะม่วงต้นหนึ่ง ผักชี ๒ ต้น."
ต้น ๒,น.,ตอนแรก ๆ เช่น ต้นสัปดาห์ ต้นเดือน ต้นปี ต้นความ
ต้น ๒,น.,เรียกผู้ที่นับกันว่าเป็นผู้เริ่มต้นวงศ์สกุล ว่า ต้นวงศ์ ต้นสกุล
ต้น ๒,น.,เบื้องต้นของสิ่งที่มีลักษณะกลมยาว เช่น ต้นขา ต้นแขน.
ต้น ๒,ว.,แรก เช่น หน้าต้น
ต้น ๒,ว.,แรกเริ่ม เช่น แต่ต้น.
ต้น ๓,น.,คำนำหน้าชื่อเพลงไทย เช่น ต้นเพลงฉิ่ง ต้นเพลงยาว ต้นวรเชษฐ์.
ต้น ๔,ส.,สรรพนามบุรุษที่ ๒ ใช้เรียกพระภิกษุสามัญ เช่น ต้นอยู่วัดไหน.
ต้น ๕,ว.,เนื่องในพระเจ้าแผ่นดิน เช่น ประพาสต้น กฐินต้น ช้างต้น ม้าต้น.
ต้น ๖,น.,ผู้ที่ได้รับความไว้วางใจให้มีหน้าที่รักษาสิ่งของหรือทำกิจการประจำ เช่น ต้นกุญแจ ต้นห้องต้นบัญชี.
ต้นกล,น.,หัวหน้าช่างกลในเรือเดินทะเล เรือรบ เป็นต้น.
ต้นขั้ว,น.,"ส่วนต้นของใบเสร็จ เช็ค สลากกินแบ่ง เป็นต้น ที่ติดอยู่ในเล่ม เพื่อเก็บไว้เป็นหลักฐาน, หัวขั้ว ก็ว่า."
ต้นคอ,น.,ส่วนโคนของลำคอด้านหลัง.
ต้นคิด,น.,"ผู้ริเริ่ม, ผู้ประดิษฐ์แบบขึ้นใหม่."
ต้นเงิน,น.,"เงินต้น, เงินที่ให้กู้ยืมโดยไม่รวมดอกเบี้ย."
ต้นฉบับ,น.,"ฉบับจริงของเรื่องที่ประพันธ์หรือแต่งไว้เดิม, ฉบับที่เขียนหรือดีดพิมพ์ไว้เดิมก่อนตีพิมพ์, ต้นสำเนา."
ต้นชนดอก,น.,"ดอกเบี้ยเพิ่มขึ้นจนมีจำนวนเท่า ๆ กับเงินต้น, ดอกชนต้น ก็ว่า."
ต้นเชือก,น.,"ตำแหน่งมหาดเล็กชั้นหุ้มแพร ทำหน้าที่กำกับหัวขบวนเสด็จพระราชดำเนิน, คู่กับ ปลายเชือก."
ต้นตระกูล,น.,บรรพบุรุษดั้งเดิม.
ต้นตอ,น.,"เรื่องเดิม, เหตุเดิม, ที่เกิด."
ต้นตายใบเป็น,น.,"ชื่อไม้ล้มลุกชนิด Kalanchoe pinnata (Lam.) Pers. ในวงศ์ Crassulaceae, คว่ำตายหงายเป็น โคนตายปลายเป็น หรือ ส้มเช้า ก็เรียก, ปักษ์ใต้เรียก กะเร."
ต้นตำรับ,น.,"สูตรหรือตำราดั้งเดิม เช่น ยาหอมต้นตำรับ ต้นตำรับชาววัง, ผู้เป็นต้นคิดประดิษฐ์จนเป็นแบบแผนสืบต่อมา เช่น ท่านผู้หญิงเปลี่ยน ภาสกรวงศ์ เป็นต้นตำรับอาหารไทยหลายอย่าง."
ต้นทาง,น.,ปากทางเข้าออก อย่างทางเข้าบ่อนการพนันเป็นต้น เช่น ดูต้นทาง.
ต้นทุน,น.,ทุนเดิมสำหรับทำกิจการค้าเป็นต้น.
ต้นน้ำ,น.,"แหล่งที่เกิดของลำนํ้า, ยอดนํ้า ก็เรียก."
ต้นบท,น.,คนบอกบทให้คนรำรู้ว่าจะทำบทบาทอย่างไร หรือให้คนร้องรู้ว่าจะร้องทำนองและเนื้ออย่างไร.
ต้นแบบ,น.,"แบบดั้งเดิม, แบบที่มีมาแต่แรก, แบบที่ทำขึ้นไว้แต่แรก, สิ่งที่สร้างขึ้นเป็นแบบฉบับ ใช้เป็นต้นเค้าสำหรับสร้างสิ่งอื่นให้มีลักษณะเดียวกันหรือคล้ายคลึงกัน."
ต้นเพลิง,น.,คนหรือสิ่งที่เป็นเหตุทำให้เกิดไฟไหม้.
ต้นมือ,น.,ตอนแรก ๆ เช่น ต้องสอนเด็กให้มีสัมมาคารวะเสียแต่ต้นมือ ถ้าโตแล้วจะสอนลำบาก.
ต้นไม้,น.,คำรวมเรียกพืชทั่วไปโดยปรกติมีลำต้นใหญ่ มีกิ่งแยกออกไป เช่น ถนนสายนี้ปลูกต้นไม้ตลอด ๒ ข้างทาง.
ต้นไม้เงินต้นไม้ทอง,น.,เครื่องราชบรรณาการที่ทำเป็นต้นไม้ทองต้นไม้เงินเป็นคู่ ซึ่งประเทศราชส่งมาถวายแด่พระเจ้าแผ่นดินทุก ๆ ๓ ปี
ต้นไม้เงินต้นไม้ทอง,น.,เครื่องสักการะที่เจ้านายหรือขุนนางที่มีบรรดาศักดิ์ตั้งแต่เจ้าพระยาขึ้นไปถวายแด่พระเจ้าแผ่นดิน เมื่อได้รับสถาปนาให้ทรงกรมหรือเลื่อนกรมให้สูงขึ้น หรือเมื่อได้รับพระราชทานตั้งยศ.
ต้นร่าง,น.,ฉบับที่ร่างไว้เดิม.
ต้นร้ายปลายดี,น.,"ตอนแรกประพฤติตัวไม่ดี แต่ภายหลังกลับสำนึกตัวได้แล้วประพฤติดีตลอดไป, ตอนต้นไม่ดีไปดีเอาตอนหลัง."
ต้นเรือ,น.,รองผู้บังคับการเรือ.
ต้นเรื่อง,น.,"มูลเหตุที่ทำให้เกิดเรื่องนั้น ๆ, เรื่องเดิม, เรื่องก่อนที่จะเริ่มเรื่องที่แต่ง, เช่น เรื่องนนทุกเป็นต้นเรื่องรามเกียรติ์."
ต้นวายปลายดก,น.,ตอนต้นไม่ดีไปดีเอาตอนหลัง.
ต้นสังกัด,น.,ส่วนราชการที่ข้าราชการนั้น ๆ สังกัดอยู่ เช่น สำนักงานตำรวจแห่งชาติเป็นต้นสังกัดของข้าราชการตำรวจทุกคน.
ต้นสายปลายเหตุ,น.,ความเป็นมาของเรื่อง.
ต้นเสียง,น.,คนร้องนำ.
ต้นหน,น.,"ผู้ควบคุมทิศทาง ตำแหน่งของเรือ การเดินเรือในร่องน้ำ ในการเดินเรือทะเลหรือเดินอากาศยาน, (โบ) คนนำทาง เช่น ต้นหนบอกตำบล แลนา ให้หยุดพลเอาทัพ แลนา (ลอ)."
ต้นเหตุ,น.,คนหรือสัตว์เป็นต้นที่ทำให้เกิดเหตุเกิดเรื่อง.
ตนัย,น.,ลูกชาย.
ตนุ ๑,น.,"ตัว, ตน."
ตนุ ๑,ส.,"ฉัน, ข้าพเจ้า."
ตนุ ๒,ส.,ดู เต่าตนุ ที่ เต่า ๑.
ตนุมัชฌา,น.,"ชื่อฉันท์ชนิดหนึ่ง. (ป. ตนุมชฺฌา; ส. ตนุมธฺยมา, ตนุมธฺยา)"
ตนุมัธยมา,น.,"ชื่อฉันท์ชนิดหนึ่ง. (ป. ตนุมชฺฌา; ส. ตนุมธฺยมา, ตนุมธฺยา)"
ตนุมัธยา,น.,"ชื่อฉันท์ชนิดหนึ่ง. (ป. ตนุมชฺฌา; ส. ตนุมธฺยมา, ตนุมธฺยา)"
ตบ ๑,น.,"ชื่อไม้นํ้าในวงศ์ Pontederiaceae มี ๒ ชนิด คือ ชนิด Monochoria hastata (L.) Solms ขึ้นตามท้องนาที่แฉะและนํ้านิ่ง ดอกสีนํ้าเงิน ยอดอ่อนและดอกกินได้, คำสุภาพเรียกว่า ผักสามหาว, ผักตบไทย ก็เรียก, และชนิด Eichhornia crassipes (Mart.) Solms ขึ้นตามลำนํ้าทั่วไป ดอกสีม่วงอ่อน เรียกว่า ผักตบชวา."
ตบ ๒,ก.,"เอาฝ่ามือหรือของแบน ๆ เป็นต้นตีอย่างแรง เช่น ตบหน้า ตบลูกเทนนิส, เอาฝ่ามือแตะเบา ๆ ด้วยความเอ็นดู เช่น ตบหัวเด็ก."
ตบตา,ก.,หลอกหรือลวงให้เข้าใจผิด.
ตบแต่ง ๑,ก.,"ประดับ, ปรุงจัดให้ดี, ทำให้งาม, เช่น ของตบแต่งบ้าน, ตกแต่ง ก็ว่า."
ตบแต่ง ๒,ก.,จัดให้ลูกสาวมีเรือนตามประเพณี เช่น ตบแต่งลูกสาวให้เป็นฝั่งเป็นฝา.
ตบเท้า,ก.,"อาการเดินแถวเป็นจังหวะพร้อม ๆ กัน โดยกระแทกตีนกับพื้นแรง ๆ ของทหารหรือตำรวจเป็นต้น เรียกว่า เดินตบเท้า, (ปาก) อาการที่ทหารหรือตำรวจรวมกลุ่มกันไปแสดงเจตนารมณ์อย่างเดียวกัน."
ตบแผละ,น.,การเล่นชนิดหนึ่ง มีคนเล่น ๒ คน นั่งหันหน้าเข้าหากัน แต่ละฝ่ายตบมือ ตบเข่าและตบมือของตัวเองก่อน จึงใช้มือซ้ายตบมือซ้ายของกันและกัน แล้วตบมือ ตบเข่า และตบมือ แล้วจึงใช้มือขวาตบมือขวาของกันและกัน แล้วเริ่มต้นใหม่.
ตบมือ,ก.,"เอาฝ่ามือตีกันให้เกิดเสียงเพื่อแสดงความยินดีเป็นต้น, ปรบมือ ก็ว่า, เอาฝ่ามือตีกันให้เกิดเสียงเพื่อทำให้เกิดจังหวะหรือขับไล่เป็นต้น."
ตบมือข้างเดียวไม่ดัง,ก.,ทำอะไรฝ่ายเดียวไม่เกิดผล.
ตบยุง,น.,"ชื่อนกขนาดเล็กถึงขนาดกลางหลายชนิด ในวงศ์ Caprimulgidae และในวงศ์ Eurostopodidae ขนนุ่มสีนํ้าตาลเทา มีลายกระขาว หากินในเวลากลางคืน กลางวันจะพรางตัวซ่อนอยู่ตามพื้นดิน กินแมลง เช่น ตบยุงหางยาว ( Caprimulgus macrurusHorsfield) ตบยุงเล็ก ( C. asiaticus Latham) ตบยุงภูเขา ( C. indicus Latham) ซึ่งจัดไว้ในวงศ์ Caprimulgidae, ตบยุงยักษ์ [ Eurostopodus macrotis (Vigors)] ตบยุงพันธุ์มลายู [ E. temminckii (Gould)] ซึ่งจัดไว้ในวงศ์ Eurostopdidae, กระบา กระบ่า หรือ กระบ้า ก็เรียก."
ตบหัวกลางศาลา ขอขมาที่บ้าน,ก.,"ยอมรับผิดไม่สมกับความผิดที่ทำไว้, ใช้เพี้ยนว่า ตบหัวที่ศาลา ขอขมาที่บ้าน ก็มี."
ตบหัวลูบหลัง,ก.,ทำหรือพูดให้กระทบกระเทือนใจในตอนแรกแล้วกลับทำหรือพูดเป็นการปลอบใจในตอนหลัง.
